,X_array,Y
161,"[15, 15, 8, 13, 3, 5, 3, 4, 5, 4, 2, 4, 4, 2, 0, 1, 2, 4, 3, 4, 1, 1, 0, 1, 2, 3, 0, 0, 3, 0, 0, 0, 0, 0, 2, 2, 1, 0, 3, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1, 1, 2, 1, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 2, 0, 1, 2, 2, 0, 0]",1
899,"[14, 26, 16, 11, 1, 2, 6, 5, 10, 13, 1, 2, 0, 4, 7, 4, 3, 6, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 3, 2, 1, 0, 4, 1, 0, 1, 1, 6, 2, 5, 7, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 3, 3, 1, 2, 1, 0, 0, 1, 0, 2, 3, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]",1
979,"[10, 7, 11, 11, 2, 3, 4, 1, 3, 1, 0, 3, 3, 2, 3, 2, 2, 1, 4, 4, 1, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 3, 1]",1
1671,"[9, 8, 7, 5, 0, 4, 2, 3, 4, 2, 0, 1, 3, 2, 2, 0, 2, 0, 2, 1, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 3, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",-1
1285,"[10, 3, 3, 5, 6, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 0, 2, 0, 0, 2, 4, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",-1
774,"[9, 7, 9, 5, 3, 1, 2, 3, 4, 1, 2, 0, 2, 1, 3, 2, 0, 3, 2, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1
2382,"[4, 9, 20, 4, 0, 0, 4, 0, 2, 3, 3, 1, 2, 5, 9, 3, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1, 4, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",-1
1358,"[9, 7, 10, 16, 2, 2, 3, 2, 3, 1, 0, 2, 2, 2, 2, 4, 2, 2, 5, 7, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 3, 1, 1, 1, 4]",-1
2270,"[3, 8, 4, 13, 0, 2, 0, 1, 1, 2, 0, 4, 1, 0, 0, 3, 1, 4, 3, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 2, 0, 2, 1, 2]",-1
359,"[11, 5, 1, 13, 5, 2, 1, 3, 1, 2, 0, 2, 0, 0, 0, 0, 5, 1, 0, 7, 1, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 4]",1
372,"[9, 14, 12, 8, 1, 4, 2, 2, 3, 5, 2, 4, 2, 5, 4, 0, 2, 0, 4, 2, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 2, 3, 1, 1, 0, 0, 1, 1, 0, 0, 0, 4, 0, 0, 1, 1, 0, 0, 3, 0, 2, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0]",1
1567,"[7, 3, 3, 14, 1, 0, 1, 4, 1, 0, 0, 2, 1, 0, 0, 2, 4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 2, 1, 0, 0, 2, 1, 0, 0, 1, 3, 1, 1, 0]",-1
1204,"[9, 5, 11, 12, 3, 0, 4, 2, 3, 1, 0, 1, 2, 1, 4, 3, 1, 3, 3, 5, 1, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 3, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2]",1
766,"[7, 6, 9, 6, 4, 1, 1, 1, 1, 1, 2, 2, 1, 2, 5, 0, 1, 2, 1, 2, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0]",1
957,"[7, 12, 12, 10, 1, 2, 1, 3, 3, 6, 0, 3, 1, 2, 6, 2, 2, 2, 5, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 4, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0]",1
1052,"[8, 13, 12, 5, 1, 3, 2, 2, 5, 5, 1, 2, 1, 5, 5, 0, 0, 0, 4, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 2, 2, 3, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 3, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0]",1
1365,"[9, 7, 8, 12, 3, 0, 2, 4, 0, 3, 0, 4, 3, 1, 2, 2, 3, 3, 3, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 2, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0]",-1
907,"[10, 12, 6, 6, 2, 2, 2, 4, 5, 5, 1, 1, 0, 3, 2, 0, 2, 2, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 1, 3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1
212,"[6, 10, 5, 8, 3, 0, 1, 2, 2, 4, 0, 4, 0, 3, 2, 0, 1, 3, 2, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",1
229,"[13, 7, 9, 20, 4, 3, 4, 2, 3, 0, 0, 3, 3, 1, 1, 4, 3, 2, 4, 11, 0, 2, 2, 0, 1, 0, 0, 1, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 1, 2, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 3, 6]",1
1357,"[9, 3, 6, 6, 3, 1, 2, 2, 2, 1, 0, 0, 3, 1, 2, 0, 1, 0, 2, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2]",-1
989,"[9, 3, 3, 14, 1, 1, 1, 6, 1, 0, 0, 2, 1, 1, 0, 1, 5, 1, 2, 5, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 2]",1
1115,"[8, 7, 1, 12, 3, 1, 1, 3, 2, 2, 0, 3, 0, 0, 0, 0, 3, 4, 0, 5, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 1, 2, 0, 2]",1
1438,"[9, 3, 8, 8, 1, 1, 3, 4, 1, 0, 0, 1, 2, 2, 2, 2, 4, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0]",-1
1926,"[7, 3, 8, 9, 0, 0, 4, 3, 1, 1, 1, 0, 4, 0, 1, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0]",-1
1266,"[4, 7, 7, 10, 0, 1, 1, 2, 2, 2, 0, 3, 2, 1, 1, 2, 0, 3, 4, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 1, 0, 1, 2, 0]",-1
243,"[4, 9, 7, 9, 1, 2, 1, 0, 1, 2, 1, 5, 1, 3, 1, 1, 1, 2, 3, 3, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 3, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2, 1, 0, 1, 1, 1, 0]",1
1391,"[7, 2, 17, 8, 3, 0, 2, 2, 1, 0, 1, 0, 3, 1, 8, 5, 0, 1, 5, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 3, 1, 3, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 0]",-1
2223,"[4, 8, 7, 9, 0, 2, 1, 1, 3, 2, 0, 3, 0, 3, 2, 2, 1, 0, 4, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 2, 1]",-1
292,"[8, 7, 5, 8, 3, 2, 2, 1, 2, 2, 0, 2, 0, 2, 0, 3, 2, 1, 3, 2, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0]",1
337,"[10, 7, 7, 5, 1, 2, 6, 1, 4, 1, 0, 2, 3, 2, 1, 0, 1, 2, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 3, 1, 1, 0, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1
1523,"[12, 6, 5, 3, 4, 4, 3, 1, 4, 1, 0, 1, 3, 1, 0, 0, 0, 0, 2, 1, 1, 3, 0, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0]",-1
1421,"[6, 8, 3, 9, 2, 2, 2, 0, 3, 3, 0, 2, 0, 0, 0, 3, 1, 3, 1, 3, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 0]",-1
459,"[6, 4, 6, 12, 1, 1, 2, 2, 1, 2, 0, 1, 3, 0, 0, 3, 1, 1, 4, 5, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 2, 1, 1, 0, 2]",1
2361,"[25, 5, 9, 7, 12, 3, 6, 3, 3, 0, 0, 2, 6, 0, 1, 2, 4, 1, 2, 0, 6, 2, 1, 3, 3, 0, 0, 0, 5, 0, 0, 1, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",-1
1183,"[8, 6, 9, 5, 3, 0, 3, 2, 1, 1, 1, 3, 3, 3, 2, 0, 0, 2, 3, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1
1312,"[8, 8, 5, 9, 3, 2, 0, 3, 4, 2, 0, 2, 1, 2, 1, 1, 0, 2, 3, 3, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 1]",-1
580,"[4, 14, 7, 7, 0, 3, 1, 0, 3, 6, 2, 3, 0, 3, 3, 0, 1, 2, 1, 3, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 0, 1, 2, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2]",1
1970,"[16, 6, 5, 8, 9, 1, 3, 2, 5, 1, 0, 0, 1, 3, 0, 1, 1, 1, 2, 4, 5, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2, 0]",-1
2141,"[6, 2, 12, 8, 1, 0, 3, 2, 0, 0, 0, 2, 5, 0, 2, 4, 0, 2, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 2, 0, 0, 0, 0]",-1
