,X_array,Y
10,"[9, 4, 8, 7, 2, 2, 1, 4, 1, 0, 1, 2, 3, 2, 2, 0, 2, 0, 4, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 1, 0]",1
11,"[15, 8, 11, 6, 4, 5, 5, 1, 3, 2, 1, 2, 6, 0, 2, 2, 2, 1, 3, 0, 3, 1, 0, 0, 1, 2, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 2, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 3, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0]",1
12,"[7, 8, 5, 5, 1, 3, 2, 1, 5, 1, 0, 2, 0, 1, 2, 1, 0, 3, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1
13,"[7, 13, 16, 11, 0, 4, 1, 2, 1, 2, 5, 5, 2, 6, 4, 3, 4, 1, 5, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 5, 0, 0, 2, 0, 0, 1, 0, 2, 3, 1, 1, 2, 0, 2, 0, 0, 1, 0, 2, 0, 2, 0, 0, 1, 0, 1, 3, 0, 1, 0, 1, 0, 0]",1
14,"[4, 7, 9, 11, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 2, 3, 0, 3, 5, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 1]",1
15,"[18, 18, 22, 12, 4, 2, 7, 5, 6, 5, 4, 3, 6, 6, 6, 3, 1, 5, 5, 1, 0, 1, 1, 2, 1, 0, 1, 0, 3, 1, 2, 1, 1, 2, 1, 1, 1, 0, 2, 3, 1, 2, 2, 0, 1, 0, 2, 1, 0, 0, 3, 0, 2, 0, 4, 0, 2, 0, 1, 3, 1, 4, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0, 2, 3, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1
16,"[6, 7, 8, 7, 1, 3, 1, 1, 2, 1, 1, 3, 3, 0, 2, 2, 0, 3, 4, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 1, 0, 0, 0, 0]",1
17,"[8, 4, 7, 11, 4, 2, 1, 0, 1, 0, 1, 2, 2, 1, 2, 2, 1, 1, 2, 7, 2, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 3]",1
18,"[5, 14, 10, 11, 0, 2, 2, 1, 2, 5, 4, 3, 1, 3, 2, 3, 2, 3, 2, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2, 1, 1, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 1, 1, 0, 1, 0, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 1, 2, 0, 1]",1
19,"[13, 17, 17, 5, 3, 4, 6, 0, 5, 3, 5, 4, 4, 8, 3, 1, 0, 2, 3, 0, 0, 1, 2, 0, 2, 1, 1, 0, 1, 3, 1, 1, 0, 0, 0, 0, 2, 0, 3, 0, 3, 0, 0, 0, 1, 1, 2, 0, 0, 2, 2, 0, 1, 2, 1, 0, 0, 2, 3, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0]",1
20,"[9, 15, 10, 11, 1, 3, 3, 2, 6, 6, 0, 3, 2, 1, 5, 1, 0, 5, 2, 4, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 2, 2, 3, 1, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 2, 0, 0, 1, 2, 1]",1
21,"[12, 10, 22, 9, 3, 0, 8, 1, 3, 2, 1, 4, 5, 6, 7, 3, 0, 2, 6, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 3, 4, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 3, 0, 1, 0, 4, 0, 2, 1, 0, 3, 4, 2, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 1, 0, 0]",1
22,"[10, 3, 4, 12, 2, 1, 2, 4, 2, 0, 0, 1, 2, 0, 0, 2, 4, 1, 2, 5, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 1]",1
23,"[5, 3, 5, 7, 0, 1, 3, 1, 2, 0, 0, 1, 1, 0, 0, 3, 2, 2, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1
24,"[9, 9, 9, 9, 1, 1, 6, 1, 1, 4, 0, 4, 4, 0, 1, 3, 2, 4, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",1
25,"[4, 9, 3, 6, 1, 2, 1, 0, 2, 3, 1, 3, 0, 1, 0, 1, 1, 3, 0, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1
26,"[8, 11, 6, 7, 0, 5, 3, 0, 4, 4, 0, 3, 1, 1, 1, 2, 2, 1, 2, 2, 0, 0, 0, 0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0]",1
27,"[16, 21, 17, 19, 2, 2, 5, 6, 4, 9, 2, 6, 6, 3, 4, 4, 3, 7, 6, 3, 0, 0, 2, 0, 0, 0, 2, 0, 2, 1, 0, 2, 1, 4, 1, 0, 0, 1, 2, 1, 3, 2, 0, 4, 0, 1, 1, 0, 0, 1, 4, 1, 1, 0, 1, 3, 0, 3, 0, 0, 2, 1, 0, 1, 2, 1, 0, 1, 0, 1, 0, 2, 1, 4, 0, 2, 2, 0, 3, 1, 0, 1, 1, 1]",1
28,"[10, 11, 11, 11, 1, 3, 1, 5, 2, 4, 2, 2, 4, 1, 5, 1, 2, 3, 3, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 3, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1, 1]",1
29,"[9, 6, 7, 20, 1, 3, 1, 3, 2, 0, 3, 1, 2, 1, 0, 4, 3, 2, 3, 12, 0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 3, 2, 2, 1, 7]",1
30,"[8, 6, 7, 14, 1, 2, 4, 1, 2, 1, 0, 3, 1, 0, 2, 3, 4, 3, 1, 6, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 2, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 2, 2, 1, 1]",1
31,"[6, 8, 3, 14, 2, 0, 0, 4, 1, 3, 0, 4, 0, 1, 0, 2, 2, 4, 3, 4, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 1, 0, 2, 0, 3, 0, 1]",1
32,"[7, 12, 7, 6, 1, 0, 4, 2, 6, 4, 0, 2, 0, 4, 1, 1, 0, 4, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 1, 0, 3, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",1
33,"[9, 11, 21, 10, 4, 2, 2, 1, 4, 1, 2, 4, 1, 6, 9, 4, 0, 2, 7, 1, 2, 1, 1, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 1, 4, 0, 0, 2, 1, 2, 4, 2, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 5, 0, 0, 1, 0, 0]",1
34,"[13, 2, 6, 8, 7, 1, 3, 1, 1, 0, 0, 1, 2, 1, 1, 2, 3, 0, 2, 3, 3, 1, 1, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1]",1
35,"[10, 5, 7, 13, 4, 1, 2, 3, 2, 0, 0, 3, 2, 2, 2, 1, 1, 2, 3, 6, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 1, 2, 3]",1
36,"[5, 18, 16, 9, 1, 3, 1, 0, 2, 5, 7, 4, 2, 4, 5, 4, 0, 5, 3, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 2, 0, 0, 2, 4, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 2, 1, 1, 1, 1, 1, 2, 0, 3, 1, 0, 0, 0, 0, 0, 0, 2, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0]",1
37,"[9, 10, 11, 7, 1, 3, 3, 2, 4, 1, 2, 3, 3, 3, 3, 1, 0, 3, 3, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 2, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 2, 0, 1, 0, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0]",1
38,"[8, 12, 13, 9, 2, 1, 3, 2, 3, 3, 1, 5, 3, 4, 4, 1, 0, 4, 5, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 3, 2, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 1, 0, 3, 1, 0, 0, 0, 0]",1
39,"[10, 5, 7, 6, 4, 2, 3, 1, 2, 0, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 0]",1
40,"[8, 4, 8, 8, 2, 0, 2, 4, 2, 2, 0, 0, 2, 1, 2, 3, 2, 0, 4, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0]",1
41,"[5, 8, 8, 8, 0, 0, 3, 2, 4, 1, 0, 3, 1, 2, 3, 1, 0, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0]",1
42,"[3, 1, 15, 7, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 11, 3, 0, 1, 4, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0]",1
43,"[10, 9, 7, 4, 2, 4, 2, 2, 5, 2, 1, 1, 3, 1, 2, 0, 0, 2, 2, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1
44,"[8, 5, 8, 9, 1, 0, 2, 4, 1, 1, 1, 2, 5, 2, 0, 1, 1, 1, 5, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 1, 0, 1, 1, 0]",1
45,"[13, 16, 11, 4, 1, 5, 6, 1, 9, 6, 0, 1, 2, 4, 3, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 3, 0, 1, 0, 2, 2, 1, 0, 0, 1, 0, 1, 3, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1
46,"[7, 5, 6, 9, 2, 3, 1, 1, 2, 1, 0, 2, 2, 0, 3, 0, 1, 1, 2, 5, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 2]",1
47,"[5, 7, 14, 4, 1, 0, 3, 1, 1, 4, 2, 0, 2, 3, 6, 2, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1
48,"[6, 4, 6, 7, 2, 1, 3, 0, 2, 0, 0, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",1
49,"[6, 11, 3, 4, 1, 2, 2, 1, 3, 5, 0, 3, 0, 2, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 2, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
50,"[12, 0, 9, 8, 5, 0, 4, 2, 0, 0, 0, 0, 4, 0, 2, 3, 3, 0, 2, 3, 1, 0, 2, 2, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 1]",1
51,"[10, 2, 8, 11, 2, 1, 3, 3, 0, 0, 1, 1, 4, 0, 0, 4, 3, 1, 4, 3, 1, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 3, 2, 0, 1, 0]",1
52,"[1, 15, 19, 18, 0, 1, 0, 0, 0, 1, 8, 6, 1, 5, 7, 5, 0, 7, 4, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 3, 0, 3, 2, 1, 0, 1, 0, 0, 0, 0, 2, 3, 0, 2, 2, 2, 0, 1, 1, 3, 0, 0, 0, 0, 0, 1, 5, 1, 0, 2, 2, 0, 0, 3, 1, 3]",1
53,"[2, 12, 11, 6, 1, 0, 1, 0, 0, 4, 3, 4, 0, 5, 5, 1, 0, 3, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 2, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 1, 0, 0]",1
