,X_array,Y
10,"[7, 7, 8, 7, 3, 1, 2, 1, 1, 1, 0, 5, 2, 1, 4, 0, 0, 4, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0]",1
11,"[3, 8, 10, 1, 1, 2, 0, 0, 1, 4, 2, 1, 1, 2, 6, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
12,"[7, 10, 7, 4, 0, 1, 5, 1, 5, 4, 0, 0, 2, 1, 2, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 2, 0, 0, 1, 0, 0, 0, 1, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
13,"[9, 3, 5, 19, 2, 2, 1, 4, 2, 0, 0, 1, 3, 0, 0, 2, 2, 1, 4, 11, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 2, 1, 2, 5]",1
14,"[8, 3, 9, 5, 1, 0, 4, 3, 2, 0, 1, 0, 3, 2, 3, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",1
15,"[8, 6, 10, 4, 1, 3, 2, 1, 2, 1, 2, 1, 4, 0, 4, 2, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1
16,"[10, 5, 7, 7, 5, 3, 2, 0, 1, 1, 0, 3, 1, 0, 2, 3, 2, 1, 3, 1, 2, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0]",1
17,"[7, 6, 8, 9, 1, 0, 4, 2, 3, 0, 0, 3, 1, 2, 2, 2, 1, 4, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 1, 0, 0, 1, 0, 1, 0]",1
18,"[11, 5, 1, 10, 5, 1, 1, 4, 2, 1, 0, 2, 1, 0, 0, 0, 3, 2, 0, 4, 3, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2]",1
19,"[5, 8, 5, 6, 0, 1, 2, 2, 4, 1, 0, 3, 0, 2, 1, 1, 1, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
20,"[19, 9, 11, 7, 9, 2, 6, 2, 3, 3, 1, 2, 5, 2, 2, 1, 2, 2, 2, 1, 4, 1, 4, 0, 0, 1, 0, 1, 3, 1, 1, 0, 1, 1, 0, 0, 2, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 1, 2, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",1
21,"[7, 2, 7, 8, 1, 0, 1, 4, 1, 0, 0, 1, 2, 0, 4, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",1
22,"[16, 2, 1, 9, 7, 2, 1, 6, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 4, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2]",1
23,"[14, 6, 9, 3, 6, 2, 5, 1, 3, 2, 0, 1, 5, 0, 2, 1, 0, 1, 2, 0, 0, 2, 4, 0, 1, 1, 0, 0, 3, 0, 2, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1
24,"[5, 10, 10, 3, 1, 0, 3, 0, 3, 3, 3, 1, 0, 6, 3, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1
25,"[8, 18, 17, 10, 2, 1, 2, 3, 5, 6, 4, 3, 0, 7, 7, 2, 0, 4, 4, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0, 2, 0, 0, 3, 1, 1, 3, 1, 0, 1, 3, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 3, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 3, 0, 1, 0, 0, 1, 1]",1
26,"[4, 8, 6, 7, 0, 1, 0, 3, 2, 1, 3, 2, 0, 2, 3, 0, 1, 4, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1
27,"[4, 5, 6, 5, 1, 1, 0, 2, 3, 0, 1, 1, 0, 2, 3, 0, 0, 1, 2, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",1
28,"[9, 10, 20, 12, 1, 2, 3, 3, 2, 1, 2, 5, 4, 4, 9, 2, 2, 2, 6, 2, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2, 2, 1, 1, 2, 0, 1, 1, 1, 0, 2, 2, 3, 3, 1, 0, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 5, 0, 1, 0, 1, 0]",1
29,"[7, 8, 9, 3, 1, 0, 5, 1, 3, 4, 0, 1, 2, 3, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 1, 0, 1, 0, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
30,"[3, 11, 8, 7, 0, 0, 1, 2, 2, 4, 4, 1, 0, 2, 3, 2, 1, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1
31,"[11, 9, 9, 7, 4, 2, 4, 1, 4, 1, 1, 3, 2, 2, 3, 2, 0, 4, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0]",1
32,"[12, 8, 13, 20, 3, 0, 4, 5, 1, 2, 0, 5, 2, 4, 4, 3, 6, 2, 5, 6, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 2, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 1, 1, 1, 1, 0, 2, 0, 2, 2, 0, 1, 0, 1, 0, 2, 0, 2, 2, 0, 1, 0, 1, 1, 1, 2, 1, 2, 0, 1, 3]",1
33,"[10, 4, 2, 12, 1, 2, 1, 6, 3, 0, 0, 1, 0, 0, 0, 1, 6, 1, 1, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 5, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2]",1
34,"[7, 8, 10, 11, 3, 0, 3, 1, 1, 3, 0, 4, 1, 2, 4, 2, 1, 3, 3, 4, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 0, 2, 1, 1]",1
35,"[5, 14, 5, 3, 0, 2, 2, 0, 3, 7, 2, 2, 1, 3, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 3, 0, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1
36,"[11, 9, 6, 3, 2, 4, 5, 0, 6, 2, 0, 1, 1, 3, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 3, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1
37,"[3, 5, 3, 19, 0, 1, 1, 1, 1, 0, 1, 3, 0, 2, 0, 1, 2, 1, 1, 14, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 1, 9]",1
38,"[10, 4, 6, 7, 4, 2, 2, 2, 1, 1, 0, 2, 3, 0, 2, 0, 1, 1, 2, 3, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",1
39,"[6, 6, 11, 8, 1, 1, 3, 0, 2, 1, 1, 2, 2, 3, 2, 4, 0, 1, 5, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 2, 0]",1
40,"[7, 8, 8, 5, 1, 1, 4, 1, 4, 2, 0, 2, 1, 3, 2, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",1
41,"[6, 7, 22, 8, 0, 1, 5, 0, 2, 2, 1, 2, 4, 4, 8, 5, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 3, 0, 2, 2, 0, 0, 4, 2, 1, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 0, 0, 0, 0]",1
42,"[6, 7, 8, 12, 0, 0, 3, 3, 3, 0, 0, 4, 1, 3, 1, 2, 1, 4, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 2, 1, 1, 0, 1, 2, 0]",1
43,"[10, 14, 28, 14, 3, 2, 3, 2, 2, 3, 1, 8, 3, 6, 15, 3, 1, 3, 9, 1, 1, 0, 2, 0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 2, 4, 1, 0, 1, 1, 1, 1, 2, 1, 2, 3, 3, 6, 3, 0, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 2, 6, 0, 0, 0, 1, 0]",1
44,"[7, 7, 6, 7, 0, 3, 3, 1, 3, 0, 2, 2, 1, 2, 1, 1, 2, 2, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",1
45,"[16, 7, 7, 13, 6, 1, 4, 5, 3, 3, 0, 1, 3, 2, 0, 2, 4, 1, 3, 4, 2, 0, 1, 3, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1, 1, 0, 1]",1
46,"[5, 4, 6, 9, 2, 1, 1, 1, 0, 1, 0, 3, 1, 1, 1, 2, 1, 1, 4, 3, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 2, 0]",1
47,"[7, 9, 6, 5, 1, 3, 2, 0, 4, 3, 0, 2, 1, 2, 0, 3, 0, 1, 4, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 0]",1
48,"[17, 11, 10, 4, 6, 5, 4, 2, 8, 2, 0, 1, 3, 3, 3, 0, 0, 1, 3, 0, 2, 2, 1, 1, 3, 1, 0, 1, 1, 0, 3, 0, 0, 0, 2, 0, 3, 3, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
49,"[7, 8, 9, 9, 1, 2, 2, 2, 3, 2, 0, 3, 3, 2, 2, 1, 0, 1, 5, 3, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 3, 0]",1
50,"[7, 9, 9, 5, 2, 1, 3, 0, 2, 5, 0, 2, 1, 2, 4, 2, 1, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1
51,"[5, 1, 8, 10, 1, 1, 1, 2, 0, 0, 1, 0, 2, 0, 3, 3, 2, 0, 3, 4, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 2]",1
52,"[4, 2, 6, 11, 0, 0, 1, 2, 0, 0, 0, 2, 3, 1, 1, 1, 1, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 3]",1
53,"[4, 7, 5, 6, 1, 0, 1, 2, 1, 6, 0, 0, 0, 1, 3, 0, 2, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",1
